url,index,having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWindow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Display_none,google_search,Result
"sontemeda.altervista.org/paypinoko/paypinoko/procesing.php", 34, 1, 0, 1, 1, 1, 1, 1, 0, 1, -1, 1, -1, -1, -1, -1, -1, -1, 1, 1, -1, 1, 1, -1, -1, 1, 0, -1, -1, -1, 1, -1, -1, 1
"promusic.co/components/interbank.com/", 35, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"uvb.lg.ua/templates/a216/.PayPaI/e9d83d4fd35ff9d702196ab514573999/", 36, 1, 0, 1, 1, 1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"docs.google.com/a/unmsm.edu.pe/spreadsheet/viewform?formkey=dEZoOXQwTzFkaUJCRTdhVlA3cTAyV1E6MQ", 37, 1, -1, 1, 1, 1, 1, 0, 0, 1, 1, 1, -1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, -1, 1, 1, -1, 1
"remax.com.behinehsazerooyesh.com/remax/index.htm", 38, 1, 0, -1, 1, 1, 1, 0, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"www.aclaydance.com/ncpf.php", 39, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"phamxuanlinh.tk/secure-code8/security/login.php", 40, 1, 0, 1, 1, 1, -1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"stthomasedu.ucoz.ua/microsoft.htm", 41, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, -1, -1, -1, 1, 0, 1, 1, 1, 1, 1, 1, 1, -1, 1, 0, -1, -1, -1, 1, 1, -1, 1
"www.procedimentotamfidelidade.com/regulamento/new/processo/atualiza/sacfidelidade/id=1714/", 42, 1, -1, 1, 1, 1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"paypal.com.us.cgi.bin.webscr.cmd.login.submit.bx3digitallp.com/Review/3a3e3c4dba5e5cc4407a5694adf1aa8e/", 43, 1, -1, 1, 1, 1, 1, -1, 0, 1, -1, 1, -1, -1, -1, -1, -1, -1, 1, 1, -1, 1, 1, -1, -1, 1, 0, -1, -1, -1, 1, -1, -1, 1
"tinyurl.com/bswqloj", 44, 1, 1, -1, 1, 1, 1, 1, 0, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, -1, 1, 1, -1, 1
"users11.jabry.com/blopp/Aolupdate.htm", 45, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 0, -1, -1, -1, 1, 1, -1, 1
"tad.ly/BUpQLx", 46, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"professionalcrapsplayer.com/upgrade/logins/Trulia/index.htm", 47, 1, 0, 1, 1, 1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"westerncentermuseum.org/plugins/tmp/sp.php", 48, 1, 1, 1, 1, 1, 1, 1, 0, 1, -1, 1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 0, -1, -1, -1, 1, -1, -1, 1
"cardpromocion2012.com.br/vaidevisa/asp/conta/participe/autentica/autentica.php", 49, 1, -1, 1, 1, 1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"portalsalinas.com.br/modules/mod_acepolls/spam.php", 50, 1, 0, 1, 1, 1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"trigononline.com/Support.php", 51, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 0, -1, -1, -1, 1, 1, -1, 1
"docs.google.com/spreadsheet/viewform?formkey=dG9xR28xLUp1R2JPbmpRYjFGc2lmanc6MQ", 52, 1, -1, 1, 1, 1, 1, 1, 0, 1, 1, 1, -1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, -1, 1, 1, -1, 1
"nextgensmartphones.com//indexer/Trulia/index.htm", 53, 1, 0, 1, 1, -1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"lunatic-photography.opidum.de//wp-content/plugins/formulario.php", 54, 1, 0, 1, 1, -1, -1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"users11.jabry.com/reaseo/Aolupdate.htm", 55, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 0, -1, -1, -1, 1, 1, -1, 1
"tinyurl.com/c5br4qc", 56, 1, 1, -1, 1, 1, 1, 1, 0, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, -1, 1, 1, -1, 1
"www.allandmedia.com/opencart/system/Cielo/index.html", 57, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 0, -1, -1, -1, 1, 1, -1, 1
"www.hoskoyu.net/images/AolMail.htm", 58, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"www.russel.sk/menuonlineprivado/", 59, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 0, -1, -1, -1, 1, 1, -1, 1
"www.bpoaccess.com/components/com_newsfeeds/cadastro.php", 60, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, -1, -1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, -1, 1, 0, -1, -1, 1, 1, 1, -1, 1
"maryhoffmann.com/hsbc/hsbc.MyHSBC_pib.htm", 61, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"extraordinarybirds.com/vb/Trulia/index.htm", 62, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"apajufe.com.br/www.cielo.com.br/index.php", 63, 1, 1, 1, 1, 1, 1, -1, 0, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 0, -1, -1, -1, 1, -1, -1, 1
"distritabas.com.ar/survey/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5bd76c88f5c3439f2e55b7639f529ccb3bd76c88f5c3439f2e55b7639f529ccb3", 64, 1, -1, 1, 1, 1, -1, 1, 0, -1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 0, -1, -1, -1, 1, 1, -1, 1
"www.pichincha.initi.in/internexo/jsp/loginbiometrico/loginBiometrico.jsp", 65, 1, -1, 1, 1, 1, 1, 0, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"www.gestion-des-impayes.com/visuel.php?param=iK1/I3EkRQjb1KxExSxoEkRQjb1KwEibjkbvI/EkRQjb1KxESFFSEkRQjb1KwEiQI3bi3EkRQjb1KxErSCorxCrEkRQjb1KwE3sk/lPbY/EkRQjb1KxExEkRQjb1KwE1glibjkb", 66, 1, -1, 1, 1, 1, -1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"melodylove.ru/images/stories/style/s/", 67, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"www.dd.gostynin.edu.pl/images/smilies/Gbplugin.php", 68, 1, 0, 1, 1, 1, 1, -1, -1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 0, -1, -1, 1, 1, 1, -1, 1
"portalfidelidade.net/linhasaereas/areadocliente/autenticado/siteseguro/cadastre-se/gratis/promocoes/novas/t.a.m/boasorte.asp/", 69, 1, -1, 1, 1, 1, -1, 0, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"mindfulsolutionsinc.com/red/lov.html.draft", 70, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"account.craigjsilist.org/blog/login/index.php", 71, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"optimalit.co.uk/wp-content/uploads/2012/07/24/review.php", 72, 1, 0, -1, 1, 1, -1, 1, -1, 1, 1, 1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 0, -1, -1, -1, 1, 1, -1, 1
"gplayr.com/pub/www.paypal.com/paypal/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/index.htm", 73, 1, -1, 1, 1, 1, -1, 0, 0, 1, 1, 1, -1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 0, -1, -1, -1, 1, 1, -1, 1
"'motors.shop.ebay.com-cars-trucks-724527.jnq3.com/?Body\%20Type=truck&_dmpt=US_car_truck&_mqf=0&_qfkw=1&_fpos=95616&_lsbx=0&_fspt=0&_flso=0&Make=Toyota&_trksid=p1695235.m724&pid=tac2'", 74, 1, -1, 1, 1, 1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"thaiyogajourney.com/plugins/content/backup/lloydstsb.co.uk/login.jsp.htm", 75, 1, -1, 1, 1, 1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"www.meor.org/wp-includes/images/crystal/login.html", 76, 1, 0, 1, 1, 1, -1, 1, 0, 1, 1, 1, -1, -1, 1, 0, 0, 1, 1, 1, 1, 1, 1, -1, -1, 1, 0, -1, -1, -1, 1, -1, -1, 1
"raboardiendo.es/cmd/paypal/2/897962b2c7faf34e7f2d8353af8bdf4e/webscr.html?cmd=5885d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625328d36121a16bef586b4cee084cb52c28011ecf68066bef586b4cee084cb52c28011ecf6806", 77, 1, -1, 1, 1, 1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"dansk-4571.com/DK/", 78, 1, 1, 1, 1, 1, -1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"www.mbine.com/es/TLBS/tlbs/esp/segmento/particulares=JSP91/index.html", 79, 1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 0, -1, -1, -1, 1, 1, -1, 1
"shopgreenmall.net/tomatodesign.net/images/Design/hsbc/hsbc.MyHSBC_pib.htm", 80, 1, -1, 1, 1, 1, 1, 0, -1, 1, -1, 1, -1, -1, -1, -1, -1, -1, 1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"click2.cardmemberservices.com/963227831.16589.723931113775.130", 81, 1, 0, 1, 1, 1, 1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1, -1, 1, 1, -1, 1, 1, -1, -1, 1, 0, -1, -1, -1, 1, -1, -1, 1
"www.eunsonair.com//login.html", 82, 1, 1, 1, 1, -1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"www.wallhome.com/M5.php", 83, 1, 1, 1, 1, 1, 1, 1, -1, 1, -1, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 0, -1, -1, -1, 1, -1, -1, 1
"simplyshmellies.com/magento/shell/act.php", 84, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"www.sexymalaysia.com/assets/bbva/compass.htm", 85, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"www.vanessajanemaldonado.com//wp-content/wp.secure.php", 86, 1, 0, 1, 1, -1, -1, 0, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"docs.google.com/a/airtelmail.in/spreadsheet/viewform?formkey=dGt3aG9PNXdhekNLNzZoZ1h2TUFmTUE6MQ", 87, 1, -1, 1, 1, 1, 1, 1, 0, 1, 1, 1, -1, -1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, -1, 1, 1, -1, 1
"'www.gestion-des-impayes.com/visuel.php?param=iK1/I3EkRQjb1KxExSxoEkRQjb1KwEibjkbvI/EkRQjb1KxESFFSEkRQjb1KwEiQI3bi3EkRQjb1KxErSCorxCrEkRQjb1KwE3sk/lPbY/EkRQjb1KxExEkRQjb1KwE1glibjkb vI/EkRQjb1KxESFFS'", 88, 1, -1, 1, 1, 1, -1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"elshadayeletronicos.com/abn-amro/identification/", 89, 1, 0, 1, 1, 1, -1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
"www.sisimtel.com.mx/ecommerce/images/.../freebank/myposte/index.html?MfcISAPICommand=SignInFPP&UsingSSL=1&email=&userid=", 90, 1, -1, 1, 1, 1, 1, -1, 0, 1, 1, 1, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, -1, 1, -1, 1, 0, -1, -1, 0, 1, -1, -1, 1
"www.stacksofplaques.net/catalog/images/.banners/index.php", 91, 1, 0, 1, 1, 1, 1, 0, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1
